動作名稱,分類,使用肌群,器材,操作重點,媒體連結,訓練效果說明
爆發上博(Clean),爆發力,"全身性, 腿後腱, 股四頭肌",槓鈴,"1.強調下肢發力順序(從腳踝-膝關節-髖關節)瞬間爆發
2.槓鈴貼著身體直線上拉
3.下蹲接槓 手腕上翻(位置於鎖骨)",https://www.youtube.com/watch?v=NoH5yXqQPV4,"主要運用下肢推蹬與髖關節伸展產生動力，並透過全身協調將重量拉至肩上
(訓練下肢瞬間爆發力)
(全身協調性)
(髖關節發力能力)"
